"","X","word","sentiment"
"7139",7139,"intruder","fear"
"7140",7140,"intruder","negative"
"7141",7141,"intruder","surprise"
"7142",7142,"intrusion","fear"
"7143",7143,"intrusion","negative"
"7144",7144,"intrusive","anger"
"7145",7145,"intrusive","disgust"
"7146",7146,"intrusive","fear"
"7147",7147,"intrusive","negative"
"7148",7148,"intrusive","surprise"
"7149",7149,"intuition","positive"
"7150",7150,"intuition","trust"
"7151",7151,"intuitive","positive"
"7152",7152,"intuitively","anticipation"
"7153",7153,"invade","anger"
"7154",7154,"invade","fear"
"7155",7155,"invade","negative"
"7156",7156,"invade","sadness"
"7157",7157,"invade","surprise"
"7158",7158,"invader","anger"
"7159",7159,"invader","fear"
"7160",7160,"invader","negative"
"7161",7161,"invader","sadness"
"7162",7162,"invalid","sadness"
"7163",7163,"invalidate","negative"
"7164",7164,"invalidation","negative"
"7165",7165,"invalidity","negative"
"7166",7166,"invariably","positive"
"7167",7167,"invasion","anger"
"7168",7168,"invasion","negative"
"7169",7169,"inventive","positive"
"7170",7170,"inventor","positive"
"7171",7171,"investigate","positive"
"7172",7172,"investigation","anticipation"
"7173",7173,"invigorate","positive"
"7174",7174,"invitation","anticipation"
"7175",7175,"invitation","positive"
"7176",7176,"invite","anticipation"
"7177",7177,"invite","joy"
"7178",7178,"invite","positive"
"7179",7179,"invite","surprise"
"7180",7180,"invite","trust"
"7181",7181,"inviting","anticipation"
"7182",7182,"inviting","joy"
"7183",7183,"inviting","positive"
"7184",7184,"inviting","surprise"
"7185",7185,"inviting","trust"
"7186",7186,"invocation","anticipation"
"7187",7187,"invocation","trust"
"7188",7188,"invoke","anticipation"
"7189",7189,"involuntary","negative"
"7190",7190,"involution","anger"
"7191",7191,"involution","negative"
"7192",7192,"involvement","anger"
"7193",7193,"irate","anger"
"7194",7194,"irate","negative"
"7195",7195,"ire","anger"
"7196",7196,"ire","negative"
"7197",7197,"iris","fear"
"7198",7198,"iron","positive"
"7199",7199,"iron","trust"
"7200",7200,"irons","negative"
"7201",7201,"irrational","disgust"
"7202",7202,"irrational","fear"
"7203",7203,"irrational","negative"
"7204",7204,"irrationality","negative"
"7205",7205,"irreconcilable","anger"
"7206",7206,"irreconcilable","fear"
"7207",7207,"irreconcilable","negative"
"7208",7208,"irreconcilable","sadness"
"7209",7209,"irreducible","positive"
"7210",7210,"irrefutable","positive"
"7211",7211,"irrefutable","trust"
"7212",7212,"irregular","negative"
"7213",7213,"irregularity","negative"
"7214",7214,"irrelevant","negative"
"7215",7215,"irreparable","fear"
"7216",7216,"irreparable","negative"
"7217",7217,"irreparable","sadness"
"7218",7218,"irresponsible","negative"
"7219",7219,"irreverent","negative"
"7220",7220,"irrevocable","negative"
"7221",7221,"irritability","anger"
"7222",7222,"irritability","negative"
"7223",7223,"irritable","anger"
"7224",7224,"irritable","negative"
"7225",7225,"irritating","anger"
"7226",7226,"irritating","disgust"
"7227",7227,"irritating","negative"
"7228",7228,"irritation","anger"
"7229",7229,"irritation","disgust"
"7230",7230,"irritation","negative"
"7231",7231,"irritation","sadness"
"7232",7232,"isolate","sadness"
"7233",7233,"isolated","fear"
"7234",7234,"isolated","negative"
"7235",7235,"isolated","sadness"
"7236",7236,"isolation","negative"
"7237",7237,"isolation","sadness"
"7238",7238,"jab","anger"
"7239",7239,"jabber","negative"
"7240",7240,"jackpot","anticipation"
"7241",7241,"jackpot","joy"
"7242",7242,"jackpot","positive"
"7243",7243,"jackpot","surprise"
"7244",7244,"jail","fear"
"7245",7245,"jail","negative"
"7246",7246,"jail","sadness"
"7247",7247,"jam","positive"
"7248",7248,"janitor","disgust"
"7249",7249,"jargon","negative"
"7250",7250,"jarring","fear"
"7251",7251,"jarring","negative"
"7252",7252,"jarring","sadness"
"7253",7253,"jaundice","fear"
"7254",7254,"jaundice","negative"
"7255",7255,"jaws","fear"
"7256",7256,"jealous","anger"
"7257",7257,"jealous","disgust"
"7258",7258,"jealous","negative"
"7259",7259,"jealousy","anger"
"7260",7260,"jealousy","disgust"
"7261",7261,"jealousy","fear"
"7262",7262,"jealousy","negative"
"7263",7263,"jealousy","sadness"
"7264",7264,"jeopardize","anger"
"7265",7265,"jeopardize","fear"
"7266",7266,"jeopardize","negative"
"7267",7267,"jeopardy","anticipation"
"7268",7268,"jeopardy","fear"
"7269",7269,"jeopardy","negative"
"7270",7270,"jerk","anger"
"7271",7271,"jerk","surprise"
"7272",7272,"jest","joy"
"7273",7273,"jest","positive"
"7274",7274,"jest","surprise"
"7275",7275,"job","positive"
"7276",7276,"john","disgust"
"7277",7277,"john","negative"
"7278",7278,"join","positive"
"7279",7279,"joined","positive"
"7280",7280,"joke","negative"
"7281",7281,"joker","joy"
"7282",7282,"joker","positive"
"7283",7283,"joker","surprise"
"7284",7284,"joking","positive"
"7285",7285,"jolt","surprise"
"7286",7286,"jornada","negative"
"7287",7287,"journalism","trust"
"7288",7288,"journalist","positive"
"7289",7289,"journey","anticipation"
"7290",7290,"journey","fear"
"7291",7291,"journey","joy"
"7292",7292,"journey","positive"
"7293",7293,"journeyman","trust"
"7294",7294,"jovial","joy"
"7295",7295,"jovial","positive"
"7296",7296,"joy","joy"
"7297",7297,"joy","positive"
"7298",7298,"joyful","joy"
"7299",7299,"joyful","positive"
"7300",7300,"joyful","trust"
"7301",7301,"joyous","joy"
"7302",7302,"joyous","positive"
"7303",7303,"jubilant","joy"
"7304",7304,"jubilant","positive"
"7305",7305,"jubilant","surprise"
"7306",7306,"jubilant","trust"
"7307",7307,"jubilee","joy"
"7308",7308,"jubilee","positive"
"7309",7309,"jubilee","surprise"
"7310",7310,"judgment","surprise"
"7311",7311,"judicial","anticipation"
"7312",7312,"judicial","positive"
"7313",7313,"judicial","trust"
"7314",7314,"judiciary","anticipation"
"7315",7315,"judiciary","trust"
"7316",7316,"judicious","positive"
"7317",7317,"judicious","trust"
"7318",7318,"jumble","negative"
"7319",7319,"jump","joy"
"7320",7320,"jump","positive"
"7321",7321,"jungle","fear"
"7322",7322,"junk","negative"
"7323",7323,"junta","negative"
"7324",7324,"jurisprudence","sadness"
"7325",7325,"jurist","trust"
"7326",7326,"jury","trust"
"7327",7327,"justice","positive"
"7328",7328,"justice","trust"
"7329",7329,"justifiable","positive"
"7330",7330,"justifiable","trust"
"7331",7331,"justification","positive"
"7332",7332,"juvenile","negative"
"7333",7333,"keepsake","positive"
"7334",7334,"ken","positive"
"7335",7335,"kennel","sadness"
"7336",7336,"kern","negative"
"7337",7337,"kerosene","fear"
"7338",7338,"keynote","positive"
"7339",7339,"keystone","positive"
"7340",7340,"khan","fear"
"7341",7341,"khan","trust"
"7342",7342,"kick","anger"
"7343",7343,"kick","negative"
"7344",7344,"kicking","anger"
"7345",7345,"kidnap","anger"
"7346",7346,"kidnap","fear"
"7347",7347,"kidnap","negative"
"7348",7348,"kidnap","sadness"
"7349",7349,"kidnap","surprise"
"7350",7350,"kill","fear"
"7351",7351,"kill","negative"
"7352",7352,"kill","sadness"
"7353",7353,"killing","anger"
"7354",7354,"killing","fear"
"7355",7355,"killing","negative"
"7356",7356,"killing","sadness"
"7357",7357,"kind","joy"
"7358",7358,"kind","positive"
"7359",7359,"kind","trust"
"7360",7360,"kindness","positive"
"7361",7361,"kindred","anticipation"
"7362",7362,"kindred","joy"
"7363",7363,"kindred","positive"
"7364",7364,"kindred","trust"
"7365",7365,"king","positive"
"7366",7366,"kiss","anticipation"
"7367",7367,"kiss","joy"
"7368",7368,"kiss","positive"
"7369",7369,"kiss","surprise"
"7370",7370,"kite","disgust"
"7371",7371,"kite","negative"
"7372",7372,"kitten","joy"
"7373",7373,"kitten","positive"
"7374",7374,"kitten","trust"
"7375",7375,"knack","positive"
"7376",7376,"knell","fear"
"7377",7377,"knell","negative"
"7378",7378,"knell","sadness"
"7379",7379,"knickers","trust"
"7380",7380,"knight","positive"
"7381",7381,"knotted","negative"
"7382",7382,"knowing","positive"
"7383",7383,"knowledge","positive"
"7384",7384,"kudos","joy"
"7385",7385,"kudos","positive"
"7386",7386,"label","trust"
"7387",7387,"labor","anticipation"
"7388",7388,"labor","joy"
"7389",7389,"labor","positive"
"7390",7390,"labor","surprise"
"7391",7391,"labor","trust"
"7392",7392,"labored","negative"
"7393",7393,"labored","sadness"
"7394",7394,"laborious","negative"
"7395",7395,"labyrinth","anticipation"
"7396",7396,"labyrinth","negative"
"7397",7397,"lace","anger"
"7398",7398,"lace","fear"
"7399",7399,"lace","negative"
"7400",7400,"lace","positive"
"7401",7401,"lace","sadness"
"7402",7402,"lace","trust"
"7403",7403,"lack","negative"
"7404",7404,"lacking","negative"
"7405",7405,"lackluster","negative"
"7406",7406,"laden","negative"
"7407",7407,"lag","negative"
"7408",7408,"lagging","anger"
"7409",7409,"lagging","anticipation"
"7410",7410,"lagging","disgust"
"7411",7411,"lagging","negative"
"7412",7412,"lagging","sadness"
"7413",7413,"lair","negative"
"7414",7414,"lamb","joy"
"7415",7415,"lamb","positive"
"7416",7416,"lamb","trust"
"7417",7417,"lament","disgust"
"7418",7418,"lament","fear"
"7419",7419,"lament","negative"
"7420",7420,"lament","sadness"
"7421",7421,"lamenting","sadness"
"7422",7422,"land","positive"
"7423",7423,"landed","positive"
"7424",7424,"landmark","trust"
"7425",7425,"landslide","fear"
"7426",7426,"landslide","negative"
"7427",7427,"landslide","sadness"
"7428",7428,"languid","negative"
"7429",7429,"languish","negative"
"7430",7430,"languishing","fear"
"7431",7431,"languishing","negative"
"7432",7432,"languishing","sadness"
"7433",7433,"lapse","negative"
"7434",7434,"larceny","disgust"
"7435",7435,"larceny","negative"
"7436",7436,"larger","disgust"
"7437",7437,"larger","surprise"
"7438",7438,"larger","trust"
"7439",7439,"laser","positive"
"7440",7440,"laser","trust"
"7441",7441,"lash","anger"
"7442",7442,"lash","fear"
"7443",7443,"lash","negative"
"7444",7444,"late","negative"
"7445",7445,"late","sadness"
"7446",7446,"lateness","negative"
"7447",7447,"latent","anger"
"7448",7448,"latent","anticipation"
"7449",7449,"latent","disgust"
"7450",7450,"latent","negative"
"7451",7451,"latent","surprise"
"7452",7452,"latrines","disgust"
"7453",7453,"latrines","negative"
"7454",7454,"laudable","positive"
"7455",7455,"laugh","joy"
"7456",7456,"laugh","positive"
"7457",7457,"laugh","surprise"
"7458",7458,"laughable","disgust"
"7459",7459,"laughable","negative"
"7460",7460,"laughing","joy"
"7461",7461,"laughing","positive"
"7462",7462,"laughter","anticipation"
"7463",7463,"laughter","joy"
"7464",7464,"laughter","positive"
"7465",7465,"laughter","surprise"
"7466",7466,"launch","anticipation"
"7467",7467,"launch","positive"
"7468",7468,"laureate","positive"
"7469",7469,"laureate","trust"
"7470",7470,"laurel","positive"
"7471",7471,"laurels","joy"
"7472",7472,"laurels","positive"
"7473",7473,"lava","anger"
"7474",7474,"lava","fear"
"7475",7475,"lava","negative"
"7476",7476,"lavatory","disgust"
"7477",7477,"lavish","positive"
"7478",7478,"law","trust"
"7479",7479,"lawful","positive"
"7480",7480,"lawful","trust"
"7481",7481,"lawlessness","anger"
"7482",7482,"lawlessness","fear"
"7483",7483,"lawlessness","negative"
"7484",7484,"lawsuit","anger"
"7485",7485,"lawsuit","disgust"
"7486",7486,"lawsuit","fear"
"7487",7487,"lawsuit","negative"
"7488",7488,"lawsuit","sadness"
"7489",7489,"lawsuit","surprise"
"7490",7490,"lawyer","anger"
"7491",7491,"lawyer","disgust"
"7492",7492,"lawyer","fear"
"7493",7493,"lawyer","negative"
"7494",7494,"lax","negative"
"7495",7495,"lax","sadness"
"7496",7496,"laxative","disgust"
"7497",7497,"laxative","fear"
"7498",7498,"laxative","negative"
"7499",7499,"lazy","negative"
"7500",7500,"lead","positive"
"7501",7501,"leader","positive"
"7502",7502,"leader","trust"
"7503",7503,"leading","trust"
"7504",7504,"league","positive"
"7505",7505,"leak","negative"
"7506",7506,"leakage","negative"
"7507",7507,"leaky","negative"
"7508",7508,"leaning","trust"
"7509",7509,"learn","positive"
"7510",7510,"learning","positive"
"7511",7511,"leave","negative"
"7512",7512,"leave","sadness"
"7513",7513,"leave","surprise"
"7514",7514,"lecturer","positive"
"7515",7515,"leech","negative"
"7516",7516,"leeches","disgust"
"7517",7517,"leeches","fear"
"7518",7518,"leeches","negative"
"7519",7519,"leer","disgust"
"7520",7520,"leer","negative"
"7521",7521,"leery","surprise"
"7522",7522,"leeway","positive"
"7523",7523,"legal","positive"
"7524",7524,"legal","trust"
"7525",7525,"legalized","anger"
"7526",7526,"legalized","fear"
"7527",7527,"legalized","joy"
"7528",7528,"legalized","positive"
"7529",7529,"legalized","trust"
"7530",7530,"legendary","positive"
"7531",7531,"legibility","positive"
"7532",7532,"legible","positive"
"7533",7533,"legislator","trust"
"7534",7534,"legislature","trust"
"7535",7535,"legitimacy","trust"
"7536",7536,"leisure","anticipation"
"7537",7537,"leisure","joy"
"7538",7538,"leisure","positive"
"7539",7539,"leisure","surprise"
"7540",7540,"leisure","trust"
"7541",7541,"leisurely","positive"
"7542",7542,"lemma","positive"
"7543",7543,"lemon","disgust"
"7544",7544,"lemon","negative"
"7545",7545,"lender","trust"
"7546",7546,"lenient","positive"
"7547",7547,"leprosy","disgust"
"7548",7548,"leprosy","fear"
"7549",7549,"leprosy","negative"
"7550",7550,"leprosy","sadness"
"7551",7551,"lessen","anticipation"
"7552",7552,"lessen","negative"
"7553",7553,"lesser","disgust"
"7554",7554,"lesser","negative"
"7555",7555,"lesson","anticipation"
"7556",7556,"lesson","positive"
"7557",7557,"lesson","trust"
"7558",7558,"lethal","disgust"
"7559",7559,"lethal","fear"
"7560",7560,"lethal","negative"
"7561",7561,"lethal","sadness"
"7562",7562,"lethargy","negative"
"7563",7563,"lethargy","sadness"
"7564",7564,"letter","anticipation"
"7565",7565,"lettered","anticipation"
"7566",7566,"lettered","positive"
"7567",7567,"lettered","trust"
"7568",7568,"leukemia","anger"
"7569",7569,"leukemia","fear"
"7570",7570,"leukemia","negative"
"7571",7571,"leukemia","sadness"
"7572",7572,"levee","trust"
"7573",7573,"level","positive"
"7574",7574,"level","trust"
"7575",7575,"leverage","positive"
"7576",7576,"levy","negative"
"7577",7577,"lewd","disgust"
"7578",7578,"lewd","negative"
"7579",7579,"liaison","negative"
"7580",7580,"liar","disgust"
"7581",7581,"liar","negative"
"7582",7582,"libel","anger"
"7583",7583,"libel","fear"
"7584",7584,"libel","negative"
"7585",7585,"libel","trust"
"7586",7586,"liberal","negative"
"7587",7587,"liberal","positive"
"7588",7588,"liberate","anger"
"7589",7589,"liberate","anticipation"
"7590",7590,"liberate","joy"
"7591",7591,"liberate","positive"
"7592",7592,"liberate","surprise"
"7593",7593,"liberate","trust"
"7594",7594,"liberation","anticipation"
"7595",7595,"liberation","joy"
"7596",7596,"liberation","positive"
"7597",7597,"liberation","surprise"
"7598",7598,"liberty","anticipation"
"7599",7599,"liberty","joy"
"7600",7600,"liberty","positive"
"7601",7601,"liberty","surprise"
"7602",7602,"liberty","trust"
"7603",7603,"library","positive"
"7604",7604,"lick","disgust"
"7605",7605,"lick","negative"
"7606",7606,"lie","anger"
"7607",7607,"lie","disgust"
"7608",7608,"lie","negative"
"7609",7609,"lie","sadness"
"7610",7610,"lieutenant","trust"
"7611",7611,"lifeblood","positive"
"7612",7612,"lifeless","fear"
"7613",7613,"lifeless","negative"
"7614",7614,"lifeless","sadness"
"7615",7615,"lighthouse","positive"
"7616",7616,"lightning","anger"
"7617",7617,"lightning","fear"
"7618",7618,"lightning","surprise"
"7619",7619,"liking","joy"
"7620",7620,"liking","positive"
"7621",7621,"liking","trust"
"7622",7622,"limited","anger"
"7623",7623,"limited","negative"
"7624",7624,"limited","sadness"
"7625",7625,"limp","negative"
"7626",7626,"lines","fear"
"7627",7627,"linger","anticipation"
"7628",7628,"linguist","positive"
"7629",7629,"linguist","trust"
"7630",7630,"lint","negative"
"7631",7631,"lion","fear"
"7632",7632,"lion","positive"
"7633",7633,"liquor","anger"
"7634",7634,"liquor","joy"
"7635",7635,"liquor","negative"
"7636",7636,"liquor","sadness"
"7637",7637,"listless","negative"
"7638",7638,"listless","sadness"
"7639",7639,"lithe","positive"
"7640",7640,"litigant","negative"
"7641",7641,"litigate","anger"
"7642",7642,"litigate","anticipation"
"7643",7643,"litigate","disgust"
"7644",7644,"litigate","fear"
"7645",7645,"litigate","negative"
"7646",7646,"litigate","sadness"
"7647",7647,"litigation","negative"
"7648",7648,"litigious","anger"
"7649",7649,"litigious","disgust"
"7650",7650,"litigious","negative"
"7651",7651,"litter","negative"
"7652",7652,"livid","anger"
"7653",7653,"livid","disgust"
"7654",7654,"livid","negative"
"7655",7655,"loaf","negative"
"7656",7656,"loafer","negative"
"7657",7657,"loath","anger"
"7658",7658,"loath","negative"
"7659",7659,"loathe","anger"
"7660",7660,"loathe","disgust"
"7661",7661,"loathe","negative"
"7662",7662,"loathing","disgust"
"7663",7663,"loathing","negative"
"7664",7664,"loathsome","anger"
"7665",7665,"loathsome","disgust"
"7666",7666,"loathsome","negative"
"7667",7667,"lobbyist","negative"
"7668",7668,"localize","anticipation"
"7669",7669,"lockup","fear"
"7670",7670,"lockup","negative"
"7671",7671,"lockup","sadness"
"7672",7672,"locust","fear"
"7673",7673,"locust","negative"
"7674",7674,"lodging","trust"
"7675",7675,"lofty","negative"
"7676",7676,"logical","positive"
"7677",7677,"lone","sadness"
"7678",7678,"loneliness","fear"
"7679",7679,"loneliness","negative"
"7680",7680,"loneliness","sadness"
"7681",7681,"lonely","anger"
"7682",7682,"lonely","disgust"
"7683",7683,"lonely","fear"
"7684",7684,"lonely","negative"
"7685",7685,"lonely","sadness"
"7686",7686,"lonesome","negative"
"7687",7687,"lonesome","sadness"
"7688",7688,"long","anticipation"
"7689",7689,"longevity","positive"
"7690",7690,"longing","anticipation"
"7691",7691,"longing","sadness"
"7692",7692,"loo","disgust"
"7693",7693,"loo","negative"
"7694",7694,"loom","anticipation"
"7695",7695,"loom","fear"
"7696",7696,"loom","negative"
"7697",7697,"loon","disgust"
"7698",7698,"loon","negative"
"7699",7699,"loony","negative"
"7700",7700,"loot","negative"
"7701",7701,"lord","disgust"
"7702",7702,"lord","negative"
"7703",7703,"lord","positive"
"7704",7704,"lord","trust"
"7705",7705,"lordship","positive"
"7706",7706,"lose","anger"
"7707",7707,"lose","disgust"
"7708",7708,"lose","fear"
"7709",7709,"lose","negative"
"7710",7710,"lose","sadness"
"7711",7711,"lose","surprise"
"7712",7712,"losing","anger"
"7713",7713,"losing","negative"
"7714",7714,"losing","sadness"
"7715",7715,"loss","anger"
"7716",7716,"loss","fear"
"7717",7717,"loss","negative"
"7718",7718,"loss","sadness"
"7719",7719,"lost","negative"
"7720",7720,"lost","sadness"
"7721",7721,"lottery","anticipation"
"7722",7722,"loudness","anger"
"7723",7723,"loudness","negative"
"7724",7724,"lounge","negative"
"7725",7725,"louse","disgust"
"7726",7726,"louse","negative"
"7727",7727,"lovable","joy"
"7728",7728,"lovable","positive"
"7729",7729,"lovable","trust"
"7730",7730,"love","joy"
"7731",7731,"love","positive"
"7732",7732,"lovely","anticipation"
"7733",7733,"lovely","joy"
"7734",7734,"lovely","positive"
"7735",7735,"lovely","sadness"
"7736",7736,"lovely","surprise"
"7737",7737,"lovely","trust"
"7738",7738,"lovemaking","joy"
"7739",7739,"lovemaking","positive"
"7740",7740,"lovemaking","trust"
"7741",7741,"lover","anticipation"
"7742",7742,"lover","joy"
"7743",7743,"lover","positive"
"7744",7744,"lover","trust"
"7745",7745,"loving","joy"
"7746",7746,"loving","positive"
"7747",7747,"loving","trust"
"7748",7748,"lower","negative"
"7749",7749,"lower","sadness"
"7750",7750,"lowering","negative"
"7751",7751,"lowest","negative"
"7752",7752,"lowest","sadness"
"7753",7753,"lowlands","negative"
"7754",7754,"lowly","negative"
"7755",7755,"lowly","sadness"
"7756",7756,"loyal","fear"
"7757",7757,"loyal","joy"
"7758",7758,"loyal","positive"
"7759",7759,"loyal","surprise"
"7760",7760,"loyal","trust"
"7761",7761,"loyalty","positive"
"7762",7762,"loyalty","trust"
"7763",7763,"luck","anticipation"
"7764",7764,"luck","joy"
"7765",7765,"luck","positive"
"7766",7766,"luck","surprise"
"7767",7767,"lucky","joy"
"7768",7768,"lucky","positive"
"7769",7769,"lucky","surprise"
"7770",7770,"ludicrous","negative"
"7771",7771,"lull","anticipation"
"7772",7772,"lumbering","negative"
"7773",7773,"lump","negative"
"7774",7774,"lumpy","disgust"
"7775",7775,"lumpy","negative"
"7776",7776,"lunacy","anger"
"7777",7777,"lunacy","disgust"
"7778",7778,"lunacy","fear"
"7779",7779,"lunacy","negative"
"7780",7780,"lunacy","sadness"
"7781",7781,"lunatic","anger"
"7782",7782,"lunatic","disgust"
"7783",7783,"lunatic","fear"
"7784",7784,"lunatic","negative"
"7785",7785,"lunge","surprise"
"7786",7786,"lurch","negative"
"7787",7787,"lure","negative"
"7788",7788,"lurid","disgust"
"7789",7789,"lurid","negative"
"7790",7790,"lurk","negative"
"7791",7791,"lurking","negative"
"7792",7792,"luscious","anticipation"
"7793",7793,"luscious","joy"
"7794",7794,"luscious","positive"
"7795",7795,"lush","disgust"
"7796",7796,"lush","negative"
"7797",7797,"lush","sadness"
"7798",7798,"lust","anticipation"
"7799",7799,"lust","negative"
"7800",7800,"luster","joy"
"7801",7801,"luster","positive"
"7802",7802,"lustful","negative"
"7803",7803,"lustrous","positive"
"7804",7804,"lusty","disgust"
"7805",7805,"luxuriant","positive"
"7806",7806,"luxurious","joy"
"7807",7807,"luxurious","positive"
"7808",7808,"luxury","joy"
"7809",7809,"luxury","positive"
"7810",7810,"lying","anger"
"7811",7811,"lying","disgust"
"7812",7812,"lying","negative"
"7813",7813,"lynch","anger"
"7814",7814,"lynch","disgust"
"7815",7815,"lynch","fear"
"7816",7816,"lynch","negative"
"7817",7817,"lynch","sadness"
"7818",7818,"lyre","joy"
"7819",7819,"lyre","positive"
"7820",7820,"lyrical","joy"
"7821",7821,"lyrical","positive"
"7822",7822,"mace","fear"
"7823",7823,"mace","negative"
"7824",7824,"machine","trust"
"7825",7825,"mad","anger"
"7826",7826,"mad","disgust"
"7827",7827,"mad","fear"
"7828",7828,"mad","negative"
"7829",7829,"mad","sadness"
"7830",7830,"madden","anger"
"7831",7831,"madden","fear"
"7832",7832,"madden","negative"
"7833",7833,"madman","anger"
"7834",7834,"madman","fear"
"7835",7835,"madman","negative"
"7836",7836,"madness","anger"
"7837",7837,"madness","fear"
"7838",7838,"madness","negative"
"7839",7839,"mafia","fear"
"7840",7840,"mafia","negative"
"7841",7841,"mage","fear"
"7842",7842,"maggot","disgust"
"7843",7843,"maggot","negative"
"7844",7844,"magical","anticipation"
"7845",7845,"magical","joy"
"7846",7846,"magical","positive"
"7847",7847,"magical","surprise"
"7848",7848,"magician","surprise"
"7849",7849,"magnet","positive"
"7850",7850,"magnet","trust"
"7851",7851,"magnetism","positive"
"7852",7852,"magnetite","positive"
"7853",7853,"magnificence","anticipation"
"7854",7854,"magnificence","joy"
"7855",7855,"magnificence","positive"
"7856",7856,"magnificence","trust"
"7857",7857,"magnificent","anticipation"
"7858",7858,"magnificent","joy"
"7859",7859,"magnificent","positive"
"7860",7860,"magnificent","surprise"
"7861",7861,"magnificent","trust"
"7862",7862,"maiden","positive"
"7863",7863,"mail","anticipation"
"7864",7864,"main","positive"
"7865",7865,"mainstay","positive"
"7866",7866,"mainstay","trust"
"7867",7867,"maintenance","trust"
"7868",7868,"majestic","anticipation"
"7869",7869,"majestic","joy"
"7870",7870,"majestic","positive"
"7871",7871,"majestic","surprise"
"7872",7872,"majestic","trust"
"7873",7873,"majesty","positive"
"7874",7874,"majesty","trust"
"7875",7875,"major","positive"
"7876",7876,"majority","joy"
"7877",7877,"majority","positive"
"7878",7878,"majority","trust"
"7879",7879,"makeshift","negative"
"7880",7880,"malady","negative"
"7881",7881,"malaise","negative"
"7882",7882,"malaise","sadness"
"7883",7883,"malaria","disgust"
"7884",7884,"malaria","fear"
"7885",7885,"malaria","negative"
"7886",7886,"malaria","sadness"
"7887",7887,"malevolent","anger"
"7888",7888,"malevolent","disgust"
"7889",7889,"malevolent","fear"
"7890",7890,"malevolent","negative"
"7891",7891,"malevolent","sadness"
"7892",7892,"malfeasance","disgust"
"7893",7893,"malfeasance","negative"
"7894",7894,"malformation","negative"
"7895",7895,"malice","anger"
"7896",7896,"malice","fear"
"7897",7897,"malice","negative"
"7898",7898,"malicious","anger"
"7899",7899,"malicious","disgust"
"7900",7900,"malicious","fear"
"7901",7901,"malicious","negative"
"7902",7902,"malicious","sadness"
"7903",7903,"malign","anger"
"7904",7904,"malign","disgust"
"7905",7905,"malign","negative"
"7906",7906,"malignancy","fear"
"7907",7907,"malignancy","negative"
"7908",7908,"malignancy","sadness"
"7909",7909,"malignant","anger"
"7910",7910,"malignant","fear"
"7911",7911,"malignant","negative"
"7912",7912,"malpractice","anger"
"7913",7913,"malpractice","negative"
"7914",7914,"mamma","trust"
"7915",7915,"manage","positive"
"7916",7916,"manage","trust"
"7917",7917,"management","positive"
"7918",7918,"management","trust"
"7919",7919,"mandamus","fear"
"7920",7920,"mandamus","negative"
"7921",7921,"mandarin","positive"
"7922",7922,"mandarin","trust"
"7923",7923,"mange","disgust"
"7924",7924,"mange","fear"
"7925",7925,"mange","negative"
"7926",7926,"mangle","anger"
"7927",7927,"mangle","disgust"
"7928",7928,"mangle","fear"
"7929",7929,"mangle","negative"
"7930",7930,"mangle","sadness"
"7931",7931,"manhood","positive"
"7932",7932,"mania","negative"
"7933",7933,"maniac","anger"
"7934",7934,"maniac","fear"
"7935",7935,"maniac","negative"
"7936",7936,"maniacal","negative"
"7937",7937,"manifestation","fear"
"7938",7938,"manifested","positive"
"7939",7939,"manipulate","negative"
"7940",7940,"manipulation","anger"
"7941",7941,"manipulation","fear"
"7942",7942,"manipulation","negative"
"7943",7943,"manly","positive"
"7944",7944,"manna","positive"
"7945",7945,"mannered","positive"
"7946",7946,"manners","positive"
"7947",7947,"manslaughter","anger"
"7948",7948,"manslaughter","disgust"
"7949",7949,"manslaughter","fear"
"7950",7950,"manslaughter","negative"
"7951",7951,"manslaughter","sadness"
"7952",7952,"manslaughter","surprise"
"7953",7953,"manual","trust"
"7954",7954,"manufacturer","positive"
"7955",7955,"manure","disgust"
"7956",7956,"manure","negative"
"7957",7957,"mar","negative"
"7958",7958,"march","positive"
"7959",7959,"margin","negative"
"7960",7960,"margin","sadness"
"7961",7961,"marine","trust"
"7962",7962,"marked","positive"
"7963",7963,"marketable","positive"
"7964",7964,"maroon","negative"
"7965",7965,"marquis","positive"
"7966",7966,"marriage","anticipation"
"7967",7967,"marriage","joy"
"7968",7968,"marriage","positive"
"7969",7969,"marriage","trust"
"7970",7970,"marrow","joy"
"7971",7971,"marrow","positive"
"7972",7972,"marrow","trust"
"7973",7973,"marry","anticipation"
"7974",7974,"marry","fear"
"7975",7975,"marry","joy"
"7976",7976,"marry","positive"
"7977",7977,"marry","surprise"
"7978",7978,"marry","trust"
"7979",7979,"marshal","positive"
"7980",7980,"marshal","trust"
"7981",7981,"martial","anger"
"7982",7982,"martingale","negative"
"7983",7983,"martyr","fear"
"7984",7984,"martyr","negative"
"7985",7985,"martyr","sadness"
"7986",7986,"martyrdom","fear"
"7987",7987,"martyrdom","negative"
"7988",7988,"martyrdom","sadness"
"7989",7989,"marvel","positive"
"7990",7990,"marvel","surprise"
"7991",7991,"marvelous","joy"
"7992",7992,"marvelous","positive"
"7993",7993,"marvelously","joy"
"7994",7994,"marvelously","positive"
"7995",7995,"masculine","positive"
"7996",7996,"masochism","anger"
"7997",7997,"masochism","disgust"
"7998",7998,"masochism","fear"
"7999",7999,"masochism","negative"
"8000",8000,"massacre","anger"
"8001",8001,"massacre","disgust"
